Month,Season,Budget,Temperature,Weather,Activity_Preference,Group_Size,Suggested_Place
August,Monsoon,Low,30,Rainy,Family Trip,9,Goa
August,Monsoon,Medium,26,Rainy,Family Trip,2,Kullu
November,Autumn,Low,17,Mild,Cultural,7,Rishikesh
January,Winter,Low,12,Cold,Adventure,1,Gangtok
January,Winter,Medium,0,Cold,Adventure,3,"Hampi, Karnataka"
October,Autumn,High,17,Mild,Cultural,9,Mount Abu
March,Spring,Medium,26,Pleasant,Eco Tourism,7,"Hampi, Karnataka"
August,Monsoon,Low,21,Rainy,Family Trip,4,Kodaikanal
August,Monsoon,Low,30,Rainy,Family Trip,8,Jaisalmer
September,Autumn,Medium,21,Mild,Cultural,9,Mussoorie
March,Spring,Medium,19,Pleasant,Eco Tourism,6,Darjeeling
February,Winter,Low,15,Cold,Adventure,3,"Sunset Viewpoint, Agumbe"
January,Winter,High,13,Cold,Adventure,9,Udaipur
February,Winter,Low,6,Cold,Adventure,1,Tawang
August,Monsoon,High,24,Rainy,Family Trip,5,Leh & Ladakh
September,Autumn,Low,23,Mild,Cultural,4,"Bhushi Dam, Lonavala"
August,Monsoon,Low,28,Rainy,Family Trip,9,"Nilgiris Tiger Reserves, Karnataka"
January,Winter,High,8,Cold,Adventure,8,Mussoorie
June,Monsoon,Medium,30,Rainy,Family Trip,7,"Pillar Rocks, Kodaikanal"
September,Autumn,High,19,Mild,Cultural,9,Shillong
November,Autumn,Medium,22,Mild,Cultural,5,"Nohkalikai Falls, Cherrapunji"
March,Spring,Low,18,Pleasant,Eco Tourism,10,Tawang
January,Winter,Low,2,Cold,Adventure,5,"Amber Palace, Jaipur"
December,Winter,Medium,-3,Cold,Adventure,2,Gangtok
April,Spring,High,30,Pleasant,Eco Tourism,9,Idukki
June,Monsoon,High,30,Rainy,Family Trip,9,Darjeeling
May,Summer,Low,30,Hot,Adventure,8,Gulmarg
January,Winter,Medium,4,Cold,Adventure,1,"Darjeeling, Kalimpong - West Bengal"
March,Spring,Low,18,Pleasant,Eco Tourism,7,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
July,Monsoon,High,24,Rainy,Family Trip,7,Wayanad
December,Winter,Low,10,Cold,Adventure,9,Kumili
March,Spring,Medium,25,Pleasant,Eco Tourism,3,Idukki
June,Monsoon,High,27,Rainy,Family Trip,10,"Leh-Ladakh, Jammu & Kashmir"
September,Autumn,Medium,23,Mild,Cultural,4,Kullu
December,Winter,Medium,0,Cold,Adventure,10,"Bhushi Dam, Lonavala"
June,Monsoon,Low,24,Rainy,Family Trip,4,Coorg
July,Monsoon,Medium,30,Rainy,Family Trip,3,"Mahabaleshwar, Maharashtra"
July,Monsoon,High,24,Rainy,Family Trip,7,Munnar
June,Monsoon,Low,27,Rainy,Family Trip,9,Dalhousie
June,Monsoon,Medium,29,Rainy,Family Trip,3,"Nohkalikai Falls, Cherrapunji"
June,Monsoon,High,30,Rainy,Family Trip,4,Wayanad
October,Autumn,Low,17,Mild,Cultural,7,Wayanad
December,Winter,Medium,0,Cold,Adventure,2,Mount Abu
November,Autumn,High,23,Mild,Cultural,1,"Sunset Viewpoint, Agumbe"
May,Summer,Low,33,Hot,Adventure,10,Jaisalmer
July,Monsoon,Low,20,Rainy,Family Trip,9,Wayanad
January,Winter,Low,10,Cold,Adventure,2,Idukki
November,Autumn,High,17,Mild,Cultural,4,Kullu
May,Summer,Medium,32,Hot,Adventure,4,Shillong
September,Autumn,Medium,18,Mild,Cultural,2,Munnar
February,Winter,Medium,-4,Cold,Adventure,9,Leh & Ladakh
August,Monsoon,Low,27,Rainy,Family Trip,9,"Pushkar, Rajasthan"
August,Monsoon,Medium,27,Rainy,Family Trip,9,"Ooty, Tamil Nadu"
August,Monsoon,Medium,20,Rainy,Family Trip,8,Auli
April,Spring,Low,20,Pleasant,Eco Tourism,3,"Sunset Viewpoint, Agumbe"
May,Summer,High,35,Hot,Adventure,10,"Hampi, Karnataka"
April,Spring,High,29,Pleasant,Eco Tourism,7,Gangtok
December,Winter,Medium,1,Cold,Adventure,9,Darjeeling
October,Autumn,High,16,Mild,Cultural,7,Kumili
April,Spring,Medium,27,Pleasant,Eco Tourism,1,Gangtok
April,Spring,Low,27,Pleasant,Eco Tourism,2,"Kullu-Manali, Himachal Pradesh"
May,Summer,Low,39,Hot,Adventure,10,"Manali and Kullu, Himachal Pradesh"
September,Autumn,Low,15,Mild,Cultural,8,"Pillar Rocks, Kodaikanal"
July,Monsoon,High,22,Rainy,Family Trip,2,Jammu-Kashmir
October,Autumn,Low,15,Mild,Cultural,8,"Darjeeling, Kalimpong - West Bengal"
June,Monsoon,Low,24,Rainy,Family Trip,1,"Darjeeling, Kalimpong - West Bengal"
August,Monsoon,Low,30,Rainy,Family Trip,2,Kumili
March,Spring,Low,20,Pleasant,Eco Tourism,4,"Nilgiris Tiger Reserves, Karnataka"
June,Monsoon,Medium,29,Rainy,Family Trip,2,"Pushkar, Rajasthan"
December,Winter,High,0,Cold,Adventure,1,"Darjeeling, West Bengal"
December,Winter,High,7,Cold,Adventure,7,Munnar
June,Monsoon,Medium,25,Rainy,Family Trip,3,"Ooty, Tamil Nadu"
May,Summer,Low,35,Hot,Adventure,9,Mount Abu
June,Monsoon,Medium,22,Rainy,Family Trip,10,"Pillar Rocks, Kodaikanal"
July,Monsoon,High,20,Rainy,Family Trip,9,"Pushkar, Rajasthan"
December,Winter,Medium,8,Cold,Adventure,2,Ooty
January,Winter,Low,14,Cold,Adventure,1,"Tsomgo Lake, Sikkim"
November,Autumn,High,16,Mild,Cultural,8,"Nilgiris Tiger Reserves, Karnataka"
March,Spring,High,25,Pleasant,Eco Tourism,5,Rann of Kutch
April,Spring,High,28,Pleasant,Eco Tourism,10,Wayanad
April,Spring,Low,30,Pleasant,Eco Tourism,7,"Darjeeling, West Bengal"
December,Winter,High,2,Cold,Adventure,1,"Abbey Falls, Coorg"
December,Winter,High,12,Cold,Adventure,10,"Manali and Kullu, Himachal Pradesh"
August,Monsoon,Medium,24,Rainy,Family Trip,3,"Sunset Viewpoint, Agumbe"
May,Summer,High,33,Hot,Adventure,7,Auli
February,Winter,High,12,Cold,Adventure,7,Rishikesh
September,Autumn,High,20,Mild,Cultural,6,"Darjeeling, Kalimpong - West Bengal"
September,Autumn,Medium,23,Mild,Cultural,5,"Ooty, Tamil Nadu"
March,Spring,Medium,20,Pleasant,Eco Tourism,1,Shimla
February,Winter,Low,3,Cold,Adventure,5,Shimla
May,Summer,Low,31,Hot,Adventure,3,Kumili
June,Monsoon,Low,21,Rainy,Family Trip,7,Wayanad
November,Autumn,High,16,Mild,Cultural,5,Shillong
August,Monsoon,High,23,Rainy,Family Trip,1,Dalhousie
September,Autumn,Low,18,Mild,Cultural,1,"Sunset Viewpoint, Agumbe"
August,Monsoon,Low,27,Rainy,Family Trip,10,"Pillar Rocks, Kodaikanal"
March,Spring,Medium,19,Pleasant,Eco Tourism,4,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
July,Monsoon,Low,24,Rainy,Family Trip,8,Leh & Ladakh
May,Summer,Medium,31,Hot,Adventure,9,"Rann of Kutch, Gujarat"
May,Summer,Medium,40,Hot,Adventure,7,Dalhousie
June,Monsoon,Low,22,Rainy,Family Trip,3,Rishikesh
June,Monsoon,Low,30,Rainy,Family Trip,8,Gulmarg
January,Winter,Medium,11,Cold,Adventure,8,"Pillar Rocks, Kodaikanal"
June,Monsoon,Low,24,Rainy,Family Trip,1,Jammu-Kashmir
June,Monsoon,Medium,30,Rainy,Family Trip,1,Ooty
December,Winter,Medium,12,Cold,Adventure,4,"Nilgiris Tiger Reserves, Karnataka"
October,Autumn,Low,25,Mild,Cultural,8,Kodaikanal
September,Autumn,Medium,23,Mild,Cultural,2,"Ooty, Tamil Nadu"
March,Spring,High,18,Pleasant,Eco Tourism,2,Kumili
October,Autumn,Medium,16,Mild,Cultural,4,Mussoorie
March,Spring,Low,21,Pleasant,Eco Tourism,1,Rishikesh
March,Spring,Medium,22,Pleasant,Eco Tourism,1,"Hampi, Karnataka"
June,Monsoon,Low,20,Rainy,Family Trip,3,"Tsomgo Lake, Sikkim"
August,Monsoon,Low,26,Rainy,Family Trip,4,Goa
January,Winter,Low,-2,Cold,Adventure,2,Ooty
April,Spring,Medium,16,Pleasant,Eco Tourism,10,"Elephant Falls, Shillong"
December,Winter,High,5,Cold,Adventure,8,"Wayanad, Kerala"
January,Winter,High,-2,Cold,Adventure,4,Tawang
November,Autumn,Low,15,Mild,Cultural,3,Shillong
December,Winter,Medium,15,Cold,Adventure,5,"Hampi, Karnataka"
January,Winter,High,0,Cold,Adventure,6,"Sunset Viewpoint, Agumbe"
May,Summer,High,29,Hot,Adventure,10,Tawang
March,Spring,Low,23,Pleasant,Eco Tourism,5,"Elephant Falls, Shillong"
February,Winter,High,11,Cold,Adventure,2,Gangtok
January,Winter,Low,10,Cold,Adventure,8,Rishikesh
May,Summer,Low,38,Hot,Adventure,10,"Bhushi Dam, Lonavala"
May,Summer,Low,39,Hot,Adventure,6,"Bhushi Dam, Lonavala"
May,Summer,Medium,32,Hot,Adventure,10,"Ooty, Tamil Nadu"
January,Winter,High,-1,Cold,Adventure,10,Gangtok
August,Monsoon,High,29,Rainy,Family Trip,5,Goa
November,Autumn,Low,15,Mild,Cultural,2,"Leh-Ladakh, Jammu & Kashmir"
December,Winter,Low,1,Cold,Adventure,9,"Ooty, Tamil Nadu"
July,Monsoon,Low,22,Rainy,Family Trip,7,Tawang
February,Winter,Low,6,Cold,Adventure,5,"Darjeeling, Kalimpong - West Bengal"
February,Winter,High,-5,Cold,Adventure,4,Rann of Kutch
April,Spring,High,21,Pleasant,Eco Tourism,8,"Bhushi Dam, Lonavala"
November,Autumn,Medium,22,Mild,Cultural,10,"Darjeeling, West Bengal"
September,Autumn,Medium,21,Mild,Cultural,4,"Nohkalikai Falls, Cherrapunji"
October,Autumn,Medium,22,Mild,Cultural,1,"Sunset Viewpoint, Agumbe"
May,Summer,Low,35,Hot,Adventure,7,"Wayanad, Alleppey - Kerala"
April,Spring,High,28,Pleasant,Eco Tourism,4,Mount Abu
February,Winter,Low,2,Cold,Adventure,7,Idukki
November,Autumn,Low,25,Mild,Cultural,4,Ooty
December,Winter,Low,1,Cold,Adventure,3,"Kullu-Manali, Himachal Pradesh"
January,Winter,High,14,Cold,Adventure,9,Gulmarg
July,Monsoon,Medium,23,Rainy,Family Trip,8,Tawang
August,Monsoon,Low,20,Rainy,Family Trip,4,"Nohkalikai Falls, Cherrapunji"
February,Winter,High,14,Cold,Adventure,8,Idukki
May,Summer,Medium,29,Hot,Adventure,1,Rishikesh
October,Autumn,Low,18,Mild,Cultural,9,Kumili
October,Autumn,High,17,Mild,Cultural,7,Udaipur
June,Monsoon,Medium,22,Rainy,Family Trip,4,"Bhushi Dam, Lonavala"
July,Monsoon,Low,29,Rainy,Family Trip,7,"Bhushi Dam, Lonavala"
December,Winter,Low,6,Cold,Adventure,4,Dalhousie
December,Winter,High,-4,Cold,Adventure,2,"Nohkalikai Falls, Cherrapunji"
November,Autumn,High,21,Mild,Cultural,1,Dalhousie
October,Autumn,Medium,15,Mild,Cultural,4,"Pushkar, Rajasthan"
July,Monsoon,High,22,Rainy,Family Trip,5,Jaisalmer
February,Winter,High,3,Cold,Adventure,8,"Pushkar, Rajasthan"
November,Autumn,Low,20,Mild,Cultural,7,Rann of Kutch
April,Spring,High,18,Pleasant,Eco Tourism,3,Gangtok
February,Winter,High,14,Cold,Adventure,4,Shillong
September,Autumn,High,17,Mild,Cultural,2,Goa
July,Monsoon,Low,20,Rainy,Family Trip,1,"Attukal Waterfalls, Munnar"
February,Winter,High,14,Cold,Adventure,3,Shimla
February,Winter,Medium,-5,Cold,Adventure,6,Goa
April,Spring,Low,17,Pleasant,Eco Tourism,2,"Darjeeling, Kalimpong - West Bengal"
February,Winter,Low,-5,Cold,Adventure,5,"Bhushi Dam, Lonavala"
January,Winter,Low,3,Cold,Adventure,1,Rann of Kutch
December,Winter,High,11,Cold,Adventure,1,"Wayanad, Kerala"
January,Winter,Medium,12,Cold,Adventure,5,"Manali and Kullu, Himachal Pradesh"
July,Monsoon,High,26,Rainy,Family Trip,2,Wayanad
March,Spring,Low,20,Pleasant,Eco Tourism,9,Dalhousie
August,Monsoon,Low,25,Rainy,Family Trip,4,"Bhushi Dam, Lonavala"
November,Autumn,Medium,19,Mild,Cultural,9,Mount Abu
August,Monsoon,Low,21,Rainy,Family Trip,2,"Rann of Kutch, Gujarat"
December,Winter,Medium,6,Cold,Adventure,3,"Wayanad, Alleppey - Kerala"
January,Winter,High,11,Cold,Adventure,10,"Rann of Kutch, Gujarat"
February,Winter,Low,7,Cold,Adventure,3,"Palolem Beach, Goa"
July,Monsoon,High,25,Rainy,Family Trip,7,"Manali and Kullu, Himachal Pradesh"
January,Winter,High,-1,Cold,Adventure,7,"Elephant Falls, Shillong"
June,Monsoon,High,29,Rainy,Family Trip,5,"Bhushi Dam, Lonavala"
April,Spring,Low,22,Pleasant,Eco Tourism,6,Idukki
May,Summer,Medium,38,Hot,Adventure,1,"Nohkalikai Falls, Cherrapunji"
April,Spring,Low,19,Pleasant,Eco Tourism,3,Leh & Ladakh
April,Spring,Low,21,Pleasant,Eco Tourism,9,"Valley of Flowers, Uttarakhand"
May,Summer,High,39,Hot,Adventure,5,"Kullu-Manali, Himachal Pradesh"
May,Summer,High,38,Hot,Adventure,5,Wayanad
December,Winter,Low,11,Cold,Adventure,2,"Bhushi Dam, Lonavala"
October,Autumn,Low,22,Mild,Cultural,10,"Amber Palace, Jaipur"
January,Winter,Medium,7,Cold,Adventure,1,Shimla
February,Winter,High,9,Cold,Adventure,9,Kullu
August,Monsoon,Low,22,Rainy,Family Trip,5,"Wayanad, Alleppey - Kerala"
July,Monsoon,Low,24,Rainy,Family Trip,6,"Valley of Flowers, Uttarakhand"
September,Autumn,Medium,24,Mild,Cultural,6,"Hampi, Karnataka"
January,Winter,Medium,12,Cold,Adventure,7,Rann of Kutch
December,Winter,High,7,Cold,Adventure,6,"Manali and Kullu, Himachal Pradesh"
November,Autumn,Low,16,Mild,Cultural,1,"Wayanad, Alleppey - Kerala"
June,Monsoon,High,27,Rainy,Family Trip,6,Shillong
December,Winter,Low,14,Cold,Adventure,7,Rann of Kutch
August,Monsoon,Low,24,Rainy,Family Trip,1,Wayanad
March,Spring,High,21,Pleasant,Eco Tourism,7,"Kullu-Manali, Himachal Pradesh"
July,Monsoon,High,24,Rainy,Family Trip,3,"Elephant Falls, Shillong"
October,Autumn,Medium,17,Mild,Cultural,7,"Kullu-Manali, Himachal Pradesh"
May,Summer,High,37,Hot,Adventure,4,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
August,Monsoon,High,23,Rainy,Family Trip,3,"Darjeeling, Kalimpong - West Bengal"
November,Autumn,Low,20,Mild,Cultural,4,Coorg
June,Monsoon,Medium,28,Rainy,Family Trip,3,Shimla
August,Monsoon,Low,28,Rainy,Family Trip,10,Mussoorie
March,Spring,High,22,Pleasant,Eco Tourism,4,Rishikesh
November,Autumn,High,16,Mild,Cultural,1,"Nohkalikai Falls, Cherrapunji"
August,Monsoon,Low,22,Rainy,Family Trip,7,"Ooty, Tamil Nadu"
March,Spring,Medium,15,Pleasant,Eco Tourism,4,Kodaikanal
October,Autumn,High,24,Mild,Cultural,8,Coorg
October,Autumn,Medium,21,Mild,Cultural,2,Idukki
March,Spring,High,16,Pleasant,Eco Tourism,8,"Pillar Rocks, Kodaikanal"
January,Winter,Medium,3,Cold,Adventure,7,Gangtok
August,Monsoon,High,24,Rainy,Family Trip,1,Kumili
May,Summer,Medium,40,Hot,Adventure,1,Gangtok
April,Spring,Low,25,Pleasant,Eco Tourism,9,"Darjeeling, Kalimpong - West Bengal"
July,Monsoon,Low,22,Rainy,Family Trip,3,"Bhushi Dam, Lonavala"
January,Winter,High,7,Cold,Adventure,2,Gangtok
March,Spring,High,25,Pleasant,Eco Tourism,10,Gangtok
September,Autumn,Medium,18,Mild,Cultural,5,"Valley of Flowers, Uttarakhand"
May,Summer,High,30,Hot,Adventure,4,"Manali and Kullu, Himachal Pradesh"
November,Autumn,Low,24,Mild,Cultural,9,"Elephant Falls, Shillong"
December,Winter,Medium,5,Cold,Adventure,5,Udaipur
September,Autumn,Low,20,Mild,Cultural,4,Kodaikanal
August,Monsoon,Low,21,Rainy,Family Trip,7,"Sunset Viewpoint, Agumbe"
September,Autumn,Medium,23,Mild,Cultural,3,"Darjeeling, Kalimpong - West Bengal"
August,Monsoon,High,24,Rainy,Family Trip,10,Ooty
June,Monsoon,Low,21,Rainy,Family Trip,6,"Sunset Viewpoint, Agumbe"
May,Summer,Medium,40,Hot,Adventure,6,Goa
May,Summer,Medium,39,Hot,Adventure,5,Kullu
October,Autumn,Low,15,Mild,Cultural,10,Kumili
November,Autumn,Low,15,Mild,Cultural,2,Shimla
October,Autumn,High,21,Mild,Cultural,9,"Kullu-Manali, Himachal Pradesh"
March,Spring,High,16,Pleasant,Eco Tourism,4,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
March,Spring,Medium,21,Pleasant,Eco Tourism,6,"Kullu-Manali, Himachal Pradesh"
March,Spring,Medium,23,Pleasant,Eco Tourism,8,Ooty
July,Monsoon,High,25,Rainy,Family Trip,6,"Nohkalikai Falls, Cherrapunji"
December,Winter,High,8,Cold,Adventure,3,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
March,Spring,High,23,Pleasant,Eco Tourism,6,Jammu-Kashmir
July,Monsoon,Low,28,Rainy,Family Trip,10,Kumili
June,Monsoon,Medium,21,Rainy,Family Trip,1,"Tsomgo Lake, Sikkim"
January,Winter,High,12,Cold,Adventure,5,Idukki
January,Winter,Low,3,Cold,Adventure,8,"Kullu-Manali, Himachal Pradesh"
December,Winter,Medium,8,Cold,Adventure,10,"Bhushi Dam, Lonavala"
June,Monsoon,Medium,30,Rainy,Family Trip,8,"Wayanad, Kerala"
January,Winter,High,-4,Cold,Adventure,4,Gulmarg
November,Autumn,Medium,25,Mild,Cultural,2,Wayanad
May,Summer,Low,37,Hot,Adventure,2,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
August,Monsoon,Medium,29,Rainy,Family Trip,10,Coorg
June,Monsoon,Medium,25,Rainy,Family Trip,9,Coorg
October,Autumn,Low,17,Mild,Cultural,5,Wayanad
May,Summer,Medium,35,Hot,Adventure,5,"Darjeeling, Kalimpong - West Bengal"
February,Winter,Low,-1,Cold,Adventure,10,Rishikesh
April,Spring,Medium,20,Pleasant,Eco Tourism,3,"Pushkar, Rajasthan"
August,Monsoon,Low,30,Rainy,Family Trip,5,Rann of Kutch
July,Monsoon,Low,26,Rainy,Family Trip,1,"Palolem Beach, Goa"
May,Summer,High,29,Hot,Adventure,8,"Pillar Rocks, Kodaikanal"
April,Spring,Medium,27,Pleasant,Eco Tourism,2,"Ooty, Tamil Nadu"
February,Winter,Medium,7,Cold,Adventure,9,"Darjeeling, West Bengal"
July,Monsoon,Medium,20,Rainy,Family Trip,7,Gulmarg
July,Monsoon,Medium,20,Rainy,Family Trip,8,"Manali and Kullu, Himachal Pradesh"
October,Autumn,Medium,17,Mild,Cultural,4,Kodaikanal
November,Autumn,Medium,17,Mild,Cultural,2,Mount Abu
December,Winter,High,1,Cold,Adventure,1,"Leh-Ladakh, Jammu & Kashmir"
February,Winter,Low,7,Cold,Adventure,2,Darjeeling
July,Monsoon,Low,24,Rainy,Family Trip,10,"Elephant Falls, Shillong"
January,Winter,High,7,Cold,Adventure,5,Kumili
April,Spring,Medium,24,Pleasant,Eco Tourism,1,"Pillar Rocks, Kodaikanal"
December,Winter,High,-4,Cold,Adventure,7,Munnar
March,Spring,High,25,Pleasant,Eco Tourism,8,Shimla
May,Summer,Medium,39,Hot,Adventure,3,"Darjeeling, West Bengal"
December,Winter,Medium,-4,Cold,Adventure,1,Wayanad
May,Summer,Medium,32,Hot,Adventure,10,Rann of Kutch
June,Monsoon,Medium,23,Rainy,Family Trip,3,"Nilgiris Tiger Reserves, Karnataka"
July,Monsoon,High,28,Rainy,Family Trip,3,Mount Abu
September,Autumn,Low,17,Mild,Cultural,2,Shimla
July,Monsoon,Medium,25,Rainy,Family Trip,7,"Tsomgo Lake, Sikkim"
November,Autumn,High,18,Mild,Cultural,7,"Sunset Viewpoint, Agumbe"
May,Summer,High,25,Hot,Adventure,3,Auli
April,Spring,Low,21,Pleasant,Eco Tourism,5,"Nilgiris Tiger Reserves, Karnataka"
July,Monsoon,High,29,Rainy,Family Trip,1,"Nilgiris Tiger Reserves, Karnataka"
January,Winter,Low,3,Cold,Adventure,10,Rann of Kutch
February,Winter,Medium,10,Cold,Adventure,5,"Sunset Viewpoint, Agumbe"
December,Winter,High,2,Cold,Adventure,6,"Darjeeling, West Bengal"
July,Monsoon,Medium,27,Rainy,Family Trip,3,"Pushkar, Rajasthan"
August,Monsoon,Medium,28,Rainy,Family Trip,3,"Hampi, Karnataka"
December,Winter,Low,-5,Cold,Adventure,1,"Darjeeling, Kalimpong - West Bengal"
June,Monsoon,High,20,Rainy,Family Trip,9,Mussoorie
August,Monsoon,Low,24,Rainy,Family Trip,8,Idukki
August,Monsoon,Low,21,Rainy,Family Trip,7,"Wayanad, Kerala"
October,Autumn,Medium,25,Mild,Cultural,4,Jaisalmer
December,Winter,Medium,11,Cold,Adventure,9,"Nohkalikai Falls, Cherrapunji"
July,Monsoon,Low,24,Rainy,Family Trip,7,"Attukal Waterfalls, Munnar"
April,Spring,High,28,Pleasant,Eco Tourism,5,Jammu-Kashmir
November,Autumn,Medium,19,Mild,Cultural,6,Darjeeling
May,Summer,Medium,27,Hot,Adventure,6,Auli
September,Autumn,Medium,16,Mild,Cultural,5,"Rann of Kutch, Gujarat"
July,Monsoon,Medium,26,Rainy,Family Trip,5,Munnar
November,Autumn,Low,19,Mild,Cultural,6,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
February,Winter,Medium,15,Cold,Adventure,8,Gangtok
September,Autumn,Low,16,Mild,Cultural,2,Rishikesh
December,Winter,Low,-3,Cold,Adventure,5,Kullu
December,Winter,Low,-2,Cold,Adventure,6,Kumili
July,Monsoon,High,28,Rainy,Family Trip,9,"Sunset Viewpoint, Agumbe"
October,Autumn,Low,15,Mild,Cultural,3,"Tsomgo Lake, Sikkim"
January,Winter,High,9,Cold,Adventure,4,"Wayanad, Kerala"
December,Winter,High,14,Cold,Adventure,3,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
May,Summer,High,31,Hot,Adventure,9,"Abbey Falls, Coorg"
January,Winter,Low,-1,Cold,Adventure,3,"Ooty, Tamil Nadu"
September,Autumn,Medium,24,Mild,Cultural,1,Wayanad
August,Monsoon,Medium,20,Rainy,Family Trip,6,"Ooty, Tamil Nadu"
July,Monsoon,Medium,26,Rainy,Family Trip,3,Kodaikanal
June,Monsoon,Low,20,Rainy,Family Trip,5,"Mahabaleshwar, Maharashtra"
July,Monsoon,Low,26,Rainy,Family Trip,2,Shimla
January,Winter,Medium,9,Cold,Adventure,4,Jammu-Kashmir
April,Spring,Medium,21,Pleasant,Eco Tourism,2,"Elephant Falls, Shillong"
October,Autumn,Medium,25,Mild,Cultural,1,Goa
December,Winter,High,15,Cold,Adventure,10,"Manali and Kullu, Himachal Pradesh"
January,Winter,High,10,Cold,Adventure,6,"Abbey Falls, Coorg"
May,Summer,High,40,Hot,Adventure,4,"Sunset Viewpoint, Agumbe"
September,Autumn,Medium,17,Mild,Cultural,10,"Kullu-Manali, Himachal Pradesh"
May,Summer,Low,27,Hot,Adventure,2,Udaipur
January,Winter,Low,0,Cold,Adventure,8,Gangtok
May,Summer,Medium,26,Hot,Adventure,4,Mussoorie
June,Monsoon,Medium,21,Rainy,Family Trip,2,Auli
January,Winter,Low,0,Cold,Adventure,4,Idukki
May,Summer,Medium,36,Hot,Adventure,1,"Hampi, Karnataka"
February,Winter,High,0,Cold,Adventure,2,Wayanad
June,Monsoon,Medium,21,Rainy,Family Trip,1,Idukki
April,Spring,Medium,17,Pleasant,Eco Tourism,4,"Palolem Beach, Goa"
March,Spring,High,22,Pleasant,Eco Tourism,8,"Attukal Waterfalls, Munnar"
October,Autumn,High,25,Mild,Cultural,3,"Tsomgo Lake, Sikkim"
September,Autumn,High,21,Mild,Cultural,2,"Sunset Viewpoint, Agumbe"
November,Autumn,High,21,Mild,Cultural,3,"Mahabaleshwar, Maharashtra"
October,Autumn,High,17,Mild,Cultural,10,Idukki
April,Spring,Low,24,Pleasant,Eco Tourism,7,Kodaikanal
August,Monsoon,Low,30,Rainy,Family Trip,5,"Sunset Viewpoint, Agumbe"
November,Autumn,Medium,23,Mild,Cultural,3,Munnar
January,Winter,Medium,6,Cold,Adventure,2,Ooty
December,Winter,High,4,Cold,Adventure,10,Shillong
September,Autumn,Low,18,Mild,Cultural,2,Darjeeling
March,Spring,Low,15,Pleasant,Eco Tourism,6,"Sunset Viewpoint, Agumbe"
January,Winter,Low,1,Cold,Adventure,6,"Valley of Flowers, Uttarakhand"
March,Spring,Low,18,Pleasant,Eco Tourism,1,"Manali and Kullu, Himachal Pradesh"
July,Monsoon,Low,21,Rainy,Family Trip,6,"Rann of Kutch, Gujarat"
March,Spring,High,23,Pleasant,Eco Tourism,1,"Nilgiris Tiger Reserves, Karnataka"
May,Summer,Medium,38,Hot,Adventure,3,"Tsomgo Lake, Sikkim"
October,Autumn,High,19,Mild,Cultural,3,"Bhushi Dam, Lonavala"
October,Autumn,High,22,Mild,Cultural,7,Kumili
October,Autumn,High,21,Mild,Cultural,8,"Bhushi Dam, Lonavala"
June,Monsoon,High,20,Rainy,Family Trip,2,"Manali and Kullu, Himachal Pradesh"
May,Summer,Medium,26,Hot,Adventure,10,"Leh-Ladakh, Jammu & Kashmir"
March,Spring,Medium,25,Pleasant,Eco Tourism,9,Gangtok
August,Monsoon,High,20,Rainy,Family Trip,5,Shimla
April,Spring,Low,28,Pleasant,Eco Tourism,2,"Wayanad, Alleppey - Kerala"
June,Monsoon,Low,24,Rainy,Family Trip,7,Rishikesh
December,Winter,Low,15,Cold,Adventure,6,"Sunset Viewpoint, Agumbe"
January,Winter,Medium,0,Cold,Adventure,3,"Hampi, Karnataka"
October,Autumn,Medium,20,Mild,Cultural,7,Kodaikanal
May,Summer,High,28,Hot,Adventure,9,"Bhushi Dam, Lonavala"
March,Spring,Low,15,Pleasant,Eco Tourism,9,Jammu-Kashmir
June,Monsoon,Low,21,Rainy,Family Trip,6,Jaisalmer
November,Autumn,Low,19,Mild,Cultural,6,Kumili
October,Autumn,High,19,Mild,Cultural,2,"Kullu-Manali, Himachal Pradesh"
July,Monsoon,Low,25,Rainy,Family Trip,5,Kodaikanal
July,Monsoon,High,30,Rainy,Family Trip,5,Kumili
December,Winter,High,14,Cold,Adventure,6,"Palolem Beach, Goa"
September,Autumn,High,18,Mild,Cultural,3,"Kullu-Manali, Himachal Pradesh"
November,Autumn,Low,22,Mild,Cultural,9,"Amber Palace, Jaipur"
June,Monsoon,High,24,Rainy,Family Trip,1,"Manali and Kullu, Himachal Pradesh"
May,Summer,High,28,Hot,Adventure,2,Mount Abu
